store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
4126778906398997665,60,23,161,7,1,7
1451852806427843383,0,5,0,0,0,0
1214879170516829229,0,5,0,0,0,0
4497761049485193466,0,5,0,0,0,0
2804032595320331573,0,5,0,0,0,0
9038640287810734523,0,5,0,0,0,0
8368770618718254725,0,5,0,0,0,0
9075030208456793690,0,5,0,0,0,0
9025168436774560974,0,5,0,0,0,0
6754146361723599621,0,5,0,0,0,0
5368456445678819655,0,5,0,0,0,0
8095993786430257127,0,5,0,0,0,0
3334727978018006518,60,24,168,0,0,0
8583748151262022025,0,5,0,0,0,0
6522439880587126670,0,5,0,0,0,0
9107800180791185858,0,5,0,0,0,0
4256971792296027056,0,5,0,0,0,0
8258696370694702742,60,24,168,0,0,0
5456517361585976886,0,5,0,0,0,0
3568558142885236076,0,5,0,0,0,0
6840281832376152380,0,5,0,0,0,0
2669539681763397123,0,5,0,0,0,0
8911685494020612523,0,5,0,0,0,0
7469108739089752722,60,24,168,0,0,0
7952695095965355799,60,24,168,0,0,0
5842001030832718549,60,24,168,0,0,0
2793102892543988097,0,5,0,0,0,0
7301074743612607953,0,5,0,0,0,0
8104486275502442289,0,5,0,0,0,0
5101815920233266877,0,5,0,0,0,0
2472102903352920424,0,5,0,0,0,0
6197489390472179450,0,5,0,0,0,0
1396479586201697405,0,5,0,0,0,0
4249719222315098828,0,5,0,0,0,0
6710491762125729960,0,5,0,0,0,0
5038472250835572550,0,5,0,0,0,0
6085854147329875769,0,5,0,0,0,0
8726645090274973766,0,5,0,0,0,0
4883424452075768181,0,5,0,0,0,0
5075622005126037156,0,5,0,0,0,0
4959010469620395373,0,5,0,0,0,0
7835778529962141524,0,5,0,0,0,0
1849049406871518816,0,5,0,0,0,0
3069958946749764779,0,5,0,0,0,0
2150825600306802918,0,5,0,0,0,0
6452192800032147861,0,5,0,0,0,0
846113665999561099,0,5,0,0,0,0
5256836027167202551,0,5,0,0,0,0
6365127066605627348,0,5,0,0,0,0
2147785662314230524,0,5,0,0,0,0
5845177935665108638,0,5,0,0,0,0
5217365570511376199,0,5,0,0,0,0
1656497078638161524,60,24,168,0,0,0
5059963425429966338,0,5,0,0,0,0
4685930955531227474,0,5,0,0,0,0
1101491908644610994,0,5,0,0,0,0
6123134674757720604,0,5,0,0,0,0
7473650391330331551,60,24,168,0,0,0
8648927521389910305,0,5,0,0,0,0
8353391145883784791,0,5,0,0,0,0
7663027882656773648,0,5,0,0,0,0
468220492602308428,60,22,122,46,2,46
2959159932157163101,60,24,168,0,0,0
9065258809385046852,60,24,168,0,0,0
4780221754594120444,60,24,168,0,0,0
3814437533999030833,60,24,168,0,0,0
7542222941003683444,60,24,168,0,0,0
1075887371819081196,60,24,168,0,0,0
2822784526370905029,0,5,0,0,0,0
7025781164473112289,0,5,0,0,0,0
7282330070473962428,0,5,0,0,0,0
4646074447605657924,0,5,0,0,0,0
911629797654781918,0,5,0,0,0,0
8913578703139896605,0,5,0,0,0,0
3127802219485857742,60,24,168,0,0,0
3590870597372017890,0,17,118,50,7,50
8923746091733935337,60,24,168,0,0,0
3626560366438412927,0,5,0,0,0,0
4927957739278608509,60,24,168,0,0,0
2254195164473579395,60,24,168,0,0,0
988091571820195154,0,5,0,0,0,0
7612500326052261438,0,5,0,0,0,0
5108969979066264363,0,5,0,0,0,0
5630432795445298111,0,5,0,0,0,0
5515279894604619477,0,5,0,0,0,0
6315590058800439048,0,5,0,0,0,0
4971368740552961367,0,5,0,0,0,0
7465353201674280800,0,5,0,0,0,0
5791234829650649715,60,24,168,0,0,0
6417442012241237574,60,24,168,0,0,0
7649760999742649319,0,5,0,0,0,0
8056535549079348007,0,5,0,0,0,0
1121349216754706654,0,5,0,0,0,0
6262781561077279471,0,5,0,0,0,0
625693576506770342,0,5,0,0,0,0
6771988102864794864,60,24,168,0,0,0
7400459627114964748,0,5,0,0,0,0
2720102999717457948,60,24,168,0,0,0
1393227882155458068,60,24,168,0,0,0
6812121993537311726,60,24,168,0,0,0
7190910159572724913,60,24,168,0,0,0
2740268051178659811,60,24,168,0,0,0
7362303623926084904,60,24,168,0,0,0
5399263583390375800,0,5,0,0,0,0
6703847695782874497,60,24,168,0,0,0
5643892817541922941,60,24,168,0,0,0
1366714485582348167,60,24,168,0,0,0
1152753082208387935,60,24,168,0,0,0
4518233183474396,0,5,0,0,0,0
1419314642800020538,0,5,0,0,0,0
7538600019390481443,0,5,0,0,0,0
6101467474613551716,0,5,0,0,0,0
8846734757761237644,0,5,0,0,0,0
1039561743854937175,0,5,0,0,0,0
1682487052930747014,0,5,0,0,0,0
97178307441486002,60,24,5,0,0,0
663034937572544197,0,5,0,0,0,0
9199670961575062207,60,24,77,0,0,0
6727132511474782202,60,24,168,0,0,0
5915500937269892277,60,24,168,0,0,0
1328573077364790734,60,24,168,0,0,0
1188316184133981335,60,24,168,0,0,0
2856760573082275493,60,8,122,46,16,46
4245142334790537370,0,5,0,0,0,0
3401619784475316037,0,5,0,0,0,0
317582422283248435,0,5,0,0,0,0
2343433192993580670,0,5,0,0,0,0
2897157993883793993,0,5,0,0,0,0
1262392092380291562,0,5,0,0,0,0
7743159519557964912,0,5,0,0,0,0
1021872076660489708,0,5,0,0,0,0
3558549506969926569,0,5,0,0,0,0
6078027222447240768,0,5,0,0,0,0
6628144785915632941,0,5,0,0,0,0
5469025753830301868,0,5,0,0,0,0
7667874279497279722,0,5,0,0,0,0
1073576646108301626,0,5,0,0,0,0
3553402015901730664,0,5,0,0,0,0
7269914809297386201,0,5,0,0,0,0
2996368959037923145,0,5,0,0,0,0
2502016972363420524,0,5,0,0,0,0
4891207584054151295,0,5,0,0,0,0
3520520868285375708,0,5,0,0,0,0
5295126749650047836,0,5,0,0,0,0
1789045215640796557,0,5,0,0,0,0
4623226613909891313,60,24,5,0,0,0
3438387997020198767,0,5,0,0,0,0
5116546631172292398,0,5,0,0,0,0
3635195553081907676,0,5,0,0,0,0
186782073132835914,0,5,0,0,0,0
3776128726109751908,60,24,168,0,0,0
5428600892837075029,60,24,168,0,0,0
6627556682658863824,60,24,168,0,0,0
7649308554207731644,60,12,58,110,12,110
3746977410893363659,0,5,0,0,0,0
4448610765855439068,60,24,168,0,0,0
3357928618176504050,60,24,168,0,0,0
2788526996376915850,60,24,105,63,0,63
6502156961813337770,60,24,168,0,0,0
1464297459934128667,60,24,168,0,0,0
9222367421889482050,0,5,0,0,0,0
8042276160439219301,0,5,0,0,0,0
7431772691447107601,0,5,0,0,0,0
5007880440477590951,0,5,0,0,0,0
5857383362689775783,0,5,0,0,0,0
1315339373260034579,0,5,0,0,0,0
8862127067265693265,0,5,0,0,0,0
3485173471183331720,0,5,0,0,0,0
7411808757846896118,0,5,0,0,0,0
6960697131729121295,0,5,0,0,0,0
3395977452844720098,0,5,0,0,0,0
5637359484422798898,0,5,0,0,0,0
1129596624342748847,0,5,0,0,0,0
2835012025711616261,60,24,168,0,0,0
3732357207221037622,0,5,0,0,0,0
7602854667803633986,60,24,168,0,0,0
5838930406506915354,60,24,145,23,0,23
8054766691200204910,60,23,167,1,1,1
2202917555001880590,60,24,130,38,0,38
1970143747010347035,60,24,168,0,0,0
2841406270177587337,60,24,168,0,0,0
7214431665336720985,0,5,0,0,0,0
6928848890303506377,0,5,0,0,0,0
7707800654103542089,0,5,0,0,0,0
4674345214276231787,0,5,0,0,0,0
5002848469100396071,0,5,0,0,0,0
7877977105948460397,0,5,0,0,0,0
422095329085009175,0,5,0,0,0,0
3031557750631284456,0,5,0,0,0,0
2093785541953693714,0,5,0,0,0,0
955537157727089805,60,10,154,14,14,14
4137810924653030958,60,24,168,0,0,0
8232727261030812589,60,24,166,2,0,2
1646426415143970619,0,5,0,0,0,0
6222528983905656116,60,13,157,11,11,11
1575526727824115676,60,24,168,0,0,0
1210751661822288915,0,5,0,0,0,0
5804979589154214468,60,24,168,0,0,0
4828866459850659064,0,5,0,0,0,0
1891735523940229622,0,5,0,0,0,0
7421407536615181179,0,5,0,0,0,0
7826375907599025889,0,5,0,0,0,0
4442246927401061862,0,5,0,0,0,0
5268477684210860397,0,5,0,0,0,0
6397611802326616647,0,5,0,0,0,0
7472779155913246382,0,0,111,57,24,57
7596884334478659350,60,24,77,0,0,0
5707284313471389634,0,5,0,0,0,0
7016726686668216774,0,5,0,0,0,0
6869651896272471424,0,5,0,0,0,0
6109318401155362039,60,24,168,0,0,0
8882933735809555215,60,24,168,0,0,0
1469098743370612299,60,24,168,0,0,0
7580692600123664796,60,24,168,0,0,0
678726307277051298,60,24,168,0,0,0
6337286644149060210,60,24,168,0,0,0
541109969542481625,60,24,168,0,0,0
5175069132751814351,60,24,168,0,0,0
524292214718488644,0,5,0,0,0,0
892812251689642638,0,5,0,0,0,0
1919202558210319404,0,5,0,0,0,0
599471361420330580,0,5,0,0,0,0
43238966542773561,60,24,168,0,0,0
2329160894721073720,60,24,168,0,0,0
4907255331577181292,60,13,157,11,11,11
842240514556507680,60,24,168,0,0,0
910413961563484055,60,24,168,0,0,0
7116369031309234753,60,24,168,0,0,0
5836681102004483657,60,24,168,0,0,0
5119693176796575428,60,24,165,3,0,3
5692403791547114243,60,24,168,0,0,0
8222202311465029229,0,5,0,0,0,0
6196557230423724944,0,5,0,0,0,0
6082960386530651837,0,5,0,0,0,0
3684492771890320428,0,5,0,0,0,0
1294781955896528432,0,5,0,0,0,0
2977825054377103667,0,5,0,0,0,0
3273338179787840582,0,5,0,0,0,0
6981065511606584176,0,5,0,0,0,0
4581996310120046851,0,5,0,0,0,0
1209402228564517444,0,5,0,0,0,0
3981100817087735334,0,5,0,0,0,0
4113789786207506299,0,5,0,0,0,0
3243389630626839262,0,5,0,0,0,0
4539187922868363045,0,5,0,0,0,0
2216180254025172554,60,24,168,0,0,0
6745596264057716490,60,24,168,0,0,0
5827091226490329623,60,24,168,0,0,0
6152333929739112501,60,24,168,0,0,0
1450360021688844325,60,24,168,0,0,0
5825561552710096629,60,24,168,0,0,0
3388156940583061838,60,24,168,0,0,0
578506771756281518,60,24,168,0,0,0
2960401253651836940,60,24,168,0,0,0
5016139264379320832,0,5,0,0,0,0
1591022524509006107,60,24,146,22,0,22
6277756053786415931,60,24,168,0,0,0
5542380022748865470,60,24,165,3,0,3
8414900422167477001,60,24,168,0,0,0
5833125548687597383,60,24,168,0,0,0
4265412792828948430,60,24,168,0,0,0
3619294655848144949,60,24,168,0,0,0
1817418090065887322,0,5,0,0,0,0
5590545370900166534,0,5,0,0,0,0
7805565389517360330,0,5,0,0,0,0
8318996338702259780,0,5,0,0,0,0
644739221751599866,0,5,0,0,0,0
778281888660867776,0,5,0,0,0,0
6801575961410839005,0,5,0,0,0,0
67717500383842441,0,5,0,0,0,0
4294796976390641784,0,5,0,0,0,0
2113681152973541964,0,5,0,0,0,0
5934756706876462824,0,5,0,0,0,0
247628394492274140,60,24,5,0,0,0
5599254935946311875,0,5,0,0,0,0
4346085466610878198,0,5,0,0,0,0
3173335486294302822,0,5,0,0,0,0
4513007105171930235,0,5,0,0,0,0
9056103070852694750,0,5,0,0,0,0
333184290404283337,0,5,0,0,0,0
1842690252125283102,0,5,0,0,0,0
422847254610659449,0,5,0,0,0,0
3616031551278990474,0,5,0,0,0,0
2918444581685698204,0,5,0,0,0,0
3479786828420678892,0,5,0,0,0,0
7583660324232359666,0,5,0,0,0,0
7967140937926533091,60,24,168,0,0,0
6241718533828218004,60,24,168,0,0,0
6105565215873239314,0,2,0,0,3,0
3078298048079012992,0,5,0,0,0,0
1789631946739158421,0,5,0,0,0,0
2062632175994588271,0,5,0,0,0,0
8056381238752548021,0,5,0,0,0,0
7121128704779777320,0,5,0,0,0,0
7874595094270273187,0,5,0,0,0,0
313197198264667562,0,5,0,0,0,0
8907409984317187696,0,5,0,0,0,0
3252596979112225136,0,5,0,0,0,0
3439449950372167830,60,24,166,2,0,2
8575269598190578822,60,24,168,0,0,0
2307557369959650683,60,24,168,0,0,0
3928420091741133278,60,24,166,2,0,2
3831047551770936136,60,24,168,0,0,0
7963559274370048536,60,24,168,0,0,0
1686530356403499403,60,24,168,0,0,0
542125645716300828,60,24,168,0,0,0
7030668286999776284,60,24,168,0,0,0
7958382763060297244,0,5,0,0,0,0
2074334215216754526,60,24,138,30,0,30
